"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ccbcrn11: @MRSM1TH888 @ODPFaye show me what reputable@medical journal has proven that vaxxed do not transmit - as they clearly acquire…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108776976395",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","strainjar_",2,TRUE,FALSE,NA,NA
"RT @HxHShots: Please don't cry Killua <U+0001F97A> https://t.co/qyds73ocGb",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108550762496",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","yokwenlegen",1653,TRUE,FALSE,NA,NA
"RT @stephen_taylor: Watching Justin Trudeau in Ottawa today, I really don't know what this government even stands for.

It certainly doesn'…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108504399878",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","jacquelynmarr",228,TRUE,FALSE,NA,NA
"RT @waaydamin: can’t save me for later, i won’t be there. <U+270C><U+0001F3FD>",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108424744964",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TooReal_drew",1140,TRUE,FALSE,NA,NA
"RT @isaiahsgrave: i don't flirt, talking shit is my love language",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108420554757",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","tonyflexOnEm",16348,TRUE,FALSE,NA,NA
"RT @RodriguezFruit: Maybe you don’t write today. Maybe you just read instead. Or rest. Or recreate. Those are also great for writers.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108420550668",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Temprest_M",31,TRUE,FALSE,NA,NA
"u can't force anything",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108366196739",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","cabreracyrrill",0,FALSE,FALSE,NA,NA
"RT @kirdpanly: honestly can’t wait for all these to drop!! https://t.co/M7X2XcWFYb",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108340690949",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","PPORPPAN",230,TRUE,FALSE,NA,NA
"RT @Heauxno1currr: It’s literally so simple to scroll past a tweet you don’t like or agree with. 

So simple.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108332474370",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kithadon",75,TRUE,FALSE,NA,NA
"@kaerick @JuddLegum I grew up in a heavily Jewish part of the country, NY suburbs. I never encountered true Holocau… https://t.co/mCiDH6Qes5",FALSE,0,"kaerick",2022-01-27 01:55:09,TRUE,"1486504798564270083","1486518108277858310","30096475","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","myastralform",0,FALSE,FALSE,NA,NA
"RT @BingeWatchThis_: #TobeyMaguire has opened up on his return in #SpiderManNoWayHome. \"It was really about getting together with these peo…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108219133955",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Treyvon2018",39,TRUE,FALSE,NA,NA
"RT @indiaroyaletv: My demon time ain’t none nice.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108118556679",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","nae53134200",867,TRUE,FALSE,NA,NA
"RT @JackieRologab: Relationships don't work because people think it's okay to ignore somebody when they're mad instead of being mature and…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108063895552",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Jocelyn66955632",12,TRUE,FALSE,NA,NA
"RT @wiseconnector: Don't look behind you, you're not going that way. https://t.co/dl89QjNeQo",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518108026130437",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jbrt_apg",1952,TRUE,FALSE,NA,NA
"RT @JolyonMaugham: We should have regulators who care about sewage dumping. We should have a Government that cares about sewage dumping. Bu…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107980144641",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","hopperpy",2166,TRUE,FALSE,NA,NA
"RT @UltimaShadowX: Still can’t get over the scene where Kano refuses to block low. https://t.co/2gifP5zIVx",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107887779841",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","davidelfin_96",216,TRUE,FALSE,NA,NA
"@greebs Glad that didn’t happen, but I’m pretty sure Singletary is a Trump guy.

No one is good :(",FALSE,0,"greebs",2022-01-27 01:55:09,FALSE,"1486515624356429826","1486518107866759170","6795012","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","karymack",0,FALSE,FALSE,NA,NA
"RT @IYSKold: Fems are alot but I can’t say they don’t court or spoil niggas bc they in fact do.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107820675073",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","stephtheproblem",56,TRUE,FALSE,NA,NA
"RT @OvOBrezzzy: The student in me left March 13th,2020 I ain’t been the same since",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107799760896",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","callierickardd",43187,TRUE,FALSE,NA,NA
"RT @jon_trickett: £200 billion dividends to energy company shareholders.

£19 billion dividends to water company shareholders.

Where are y…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107766247424",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SpiderDijon",2196,TRUE,FALSE,NA,NA
"RT @Beef_Smash: If your goal is to become the best player you can possibly be, it doesn't seem worthwhile to hyperfocus on getting a certai…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107711565825",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ahmadz539",17,TRUE,FALSE,NA,NA
"RT @growthhub_: Discipline, consistency and patience. If you lack these, you won’t grow.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107690569730",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Domioncon",55,TRUE,FALSE,NA,NA
"I posted a video of me pouring a drink with snowflake shaped ice cubes earlier and ain’t nobody say nun",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107673960448",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lilriosama",0,FALSE,FALSE,NA,NA
"@BrownsByBrad Not happening. Kirk ain't coming to Cleveland just to play for his old coordinator.",FALSE,0,"BrownsByBrad",2022-01-27 01:55:09,FALSE,"1486359801907093505","1486518107665571842","1022651479918751745","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","JoeBates1992",0,FALSE,FALSE,NA,NA
"RT @1Utred: Alec Burks <U+0001F922><U+0001F922><U+0001F922>this guy playing and Cam can’t even get a minute. Yeah Thibs is a good coach if you watch ball through your backs…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107577454593",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DJIZM",2,TRUE,FALSE,NA,NA
"@f_s_ufan @bennyjohnson Biden is a disgrace!",FALSE,0,"f_s_ufan",2022-01-27 01:55:09,FALSE,"1485749758790713344","1486518107455860736","40377130","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DorothyWulf1",0,FALSE,FALSE,NA,NA
"RT @theweeknd: if it didn’t come from me, it’s not true… but you already knew that. see you soon xo <U+2708><U+FE0F><U+0001F30E>",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107422138369",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","combatxxo",5985,TRUE,FALSE,NA,NA
"Damn If I do and damn If I don’t……",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107325800453",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","HTXG",0,FALSE,FALSE,NA,NA
"RT @ahgaseaste: what is changbin doing that seungmin had to intervene <U+0001F602>

it's skz, there can be a whole compilation called \"skz doing thing…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107275292676",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","stayxskz__0325",19,TRUE,FALSE,NA,NA
"@ooc_mustafa Ride alongs are amazing. My favorite is Sami and Neville. Neville is making fun of him so much, and Sa… https://t.co/Fq2XiL7ZCU",FALSE,0,"ooc_mustafa",2022-01-27 01:55:09,TRUE,"1486516027349426180","1486518107242119168","1223245570556362752","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","serpent_sky",0,FALSE,FALSE,NA,NA
"RT @hen_ease: If this doesn’t get the blood flowing nothing will https://t.co/WFJ0Qxk6Rb",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107137097730",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","_mizzy14",564,TRUE,FALSE,NA,NA
"RT @trinaeja: 1 ramen isn’t enough but 2 is too much",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518107124506626",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Cha_GotCha11",809,TRUE,FALSE,NA,NA
"RT @BTC_Archive: <U+0001F4A5>BREAKING: Gibraltar looking to launch world's first stock exchange to accept payment with #Bitcoin and crypto.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106994495500",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PopASquatttt",1696,TRUE,FALSE,NA,NA
"“Warden hadn’t let me get that way. He’d grown more and more reticent as September approached. I supposed it was fe… https://t.co/u7x3ZNFKI1",FALSE,0,NA,2022-01-27 01:55:09,TRUE,NA,"1486518106910433286",NA,"<a href=\"https://cheapbotsdonequick.com\" rel=\"nofollow\">Cheap Bots, Done Quick!</a>","paigearcbot",0,FALSE,FALSE,NA,NA
"RT @Latto: That’s why ion like asking for shit. If I can’t do it myself I’ll rather not even do it!",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106671435776",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","apeapee2",908,TRUE,FALSE,NA,NA
"@RockLeeSmile It's a conflict we were told to have by Xbox and Sony, passed down from Nintendo and Sega

Turf wars drive stock prices.",FALSE,0,"RockLeeSmile",2022-01-27 01:55:09,FALSE,"1486517296302641153","1486518106574970888","213721734","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","maynardftw",0,FALSE,FALSE,NA,NA
"@THR I guess you don’t know his history very well.",FALSE,0,"THR",2022-01-27 01:55:09,FALSE,"1486450819163586561","1486518106549796869","17446621","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Sarahsm20854121",0,FALSE,FALSE,NA,NA
"RT @JonGordon11: Failure is a big part of your path to success. It’s not your enemy. It is your partner in growth. It doesn’t define you; i…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106541465605",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","dandrake0224",39,TRUE,FALSE,NA,NA
"RT @Chosen0ne___: Ain’t nobody dumb for n!ggas nomoree<U+0001F62D><U+0001F4AF>the girlzzzz  that get it get it <U+0001F618>&amp; the girls that don’t don’t <U+0001F60C>",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106507948039",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","_Hellagorgeous",203,TRUE,FALSE,NA,NA
"RT @Karanpartap01: If we don't stand up to the Conversion Mafia today, many more Lavanyas will be killed by this POISON tomorrow.

#NationW…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106503532546",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","NikkNikhil6",2492,TRUE,FALSE,NA,NA
"RT @wordsbyIU: “Don’t forget, between the clouded darkness. You’re a star painted with the left hand.

Can’t you see it? I mean how beautif…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106470387714",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Jieunnie14",63,TRUE,FALSE,NA,NA
"RT @realTanyaTay: Me: I can’t find fresh produce for my children at the supermarket in DC and we’re not allowed to eat at a restaurants 

P…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106415452161",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Michael98055667",2651,TRUE,FALSE,NA,NA
"RT @vjguts32: Omm I just don’t like ppl &amp; I can’t fake it <U+0001F602>",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106407071746",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","palmsuhhg",13,TRUE,FALSE,NA,NA
"RT @khaliajas: y’all b too gone bout these niggas, i use to b like dat too so das y i don’t talk shit, but damn I’m ready 4 y’all to c da l…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106361053184",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","IamErickCadet",1499,TRUE,FALSE,NA,NA
"RT @ananavarro: Already seeing tweets saying appointing a Black woman is reverse racism. Don’t listen to the haters. There’s not one succes…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106293895169",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","drbrentweaver",1104,TRUE,FALSE,NA,NA
"@any_jersey @GovMurphy NJ has a large Indian population.  This isn't pandering.  It's a governor giving recognition… https://t.co/1S88JVo4Ro",FALSE,0,"any_jersey",2022-01-27 01:55:09,TRUE,"1486405254577020934","1486518106273067009","1461536974758686724","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","el_bombero_loco",0,FALSE,FALSE,NA,NA
"They call me... El Guaco... bc I like guac on my taco. Don't make me call my henchmen

Waiter:",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106268880899",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mentalpause1",0,FALSE,FALSE,NA,NA
"RT @Annakhait: The masks do N.O.T.H.I.N.G.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106247745540",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","RusticCityGirl",65,TRUE,FALSE,NA,NA
"RT @ossoff: Sign the petition to ban stock trading by Members of Congress (and our spouses).

3/4 of Americans agree!

Keep building moment…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106231128069",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","paisleygirl108",137,TRUE,FALSE,NA,NA
"RT @gayblackvet: Apply for the job even if you don’t think you meet all of the requirements. Let THEM disqualify you, never disqualify your…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106172370944",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","alimikai",3849,TRUE,FALSE,NA,NA
"RT @JonGordon11: Failure is a big part of your path to success. It’s not your enemy. It is your partner in growth. It doesn’t define you; i…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106063261699",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","csexton1219",39,TRUE,FALSE,NA,NA
"RT @Hadari__Yao: You can tell when a gay guy mains Jade....variation names be \"You Thought\" \"Bitch Don't Even\" \"Queen Jade\" 
Lol, I will be…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518106000343044",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Patriciallen98",0,TRUE,FALSE,NA,NA
"Didn’t have the best day today, and I shuffled my music to drive home and Tokyo started playing.. when I say I star… https://t.co/OFGE8PFC1d",FALSE,0,NA,2022-01-27 01:55:09,TRUE,NA,"1486518105882849283",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Jaslovesjoon",0,FALSE,FALSE,NA,NA
"RT @wnrstweets: reminder: u don’t have to commit to any of your feelings. take whatever emotions are coming up in the present moment and ad…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105878765571",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","sofi_caes",1772,TRUE,FALSE,NA,NA
"RT @oshcuddles: CHANYEOL FINALLY UPLOADED THE FULL COVER OF SUN GOES DOWN ON HIS SOUNDCLOUD!!!! <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>

https://t.co/sfsjL5beeE https://t.co/…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105798963202",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","godongwoman_",1805,TRUE,FALSE,NA,NA
"RT @Helllo_its_me: Today's episode was heartbreaking to watch but so good at the same time. More power to Shams. I'm sad that this couldn't…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105790500869",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AviiDuyu",254,TRUE,FALSE,NA,NA
"@aagave And I do get the “asking the last gen for answers going forward” has its downside. I do. 

But if you don’t… https://t.co/NvNNwTpCiJ",FALSE,0,"aagave",2022-01-27 01:55:09,TRUE,"1486506712991473665","1486518105710882817","177659802","<a href=\"http://tapbots.com/tweetbot\" rel=\"nofollow\">Tweetbot for i<U+039F>S</a>","DavidPoland",0,FALSE,FALSE,NA,NA
"@Gl1tter1sh_ I wouldn't say this one is bad, but definitely not crazh",FALSE,0,"Gl1tter1sh_",2022-01-27 01:55:09,FALSE,"1486512758120194051","1486518105702551556","1476596348808056833","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MFounderz",0,FALSE,FALSE,NA,NA
"RT @SamWritesMovies: Please share, and donate if you can! We can’t do this without your support!

(I’m terrible in front of the camera so a…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105606033412",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","CodyRoseWrites",15,TRUE,FALSE,NA,NA
"RT @apurva_apyFrapy: @bipsluvurself Yes !!!! It's shameful.that people like you get so blinded and only see one of them making a mistake. W…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105606012929",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AishwaryaNikamm",3,TRUE,FALSE,NA,NA
"I ain’t going to know how to act when it’s summer and my back muscles start to show <U+0001F923>",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105547460614",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","thetopexception",0,FALSE,FALSE,NA,NA
"RT @sardesairajdeep: Since we are a nation with short memories, don’t forget late Kalyan Singh was UP chief minister when the Babri Masjid…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105501224969",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","abemats2000",1517,TRUE,FALSE,NA,NA
"RT @wrestling: Happy Birthday, Valentin JORDANOV <U+0001F1E7><U+0001F1EC>!

• Olympic Games <U+0001F947>
• <U+0001F30D> <U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F948><U+0001F948><U+0001F949> 
• European C’ships <U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F947><U+0001F948><U+0001F949> https://t.co/amvTtrzkXN",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105438310406",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","CharlieTweeder_",7,TRUE,FALSE,NA,NA
"That’s their new budget. #NEWKARMICLOOP #RULES",FALSE,0,"C_PlusMedia",2022-01-27 01:55:09,FALSE,"1486517987481849859","1486518105438183427","864616306695262209","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","C_PlusMedia",0,FALSE,FALSE,NA,NA
"RT @ramoumaaa: in the nicest way possible you don’t need a communist dating app you just need to talk to people",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105408999428",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","_flormaga",385,TRUE,FALSE,NA,NA
"RT @bigmaneren: transphobia against transfems //

Saw someone call Eret a boy in a dress the other day. You guys gotta knock it the fuck of…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105400655874",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","asstr0n0my",110,TRUE,FALSE,NA,NA
"RT @alexbruesewitz: Not only am I being targeted by the J6 committee clowns for financially standing w/ VICTIMS who can’t afford their lega…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105362763776",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","penguins1217",134,TRUE,FALSE,NA,NA
"@Mme_Falcon People will try to accuse me of doing victory laps, but I was pretty vocally against Cam Reddish most o… https://t.co/eqsypeKHP1",FALSE,0,"Mme_Falcon",2022-01-27 01:55:09,TRUE,"1486517810285195264","1486518105320923138","2792762760","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","HarrahAtl",0,FALSE,FALSE,NA,NA
"RT @rkivejms: when jimin asked joon if he could translate the letter from jimin's dad and joon dropped everything to sit down and read it t…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105316769793",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","tragedyjunk",965,TRUE,FALSE,NA,NA
"RT @OhNoSheTwitnt: Teaching kids about slavery and Nazis isn’t critical race theory, it’s history. You are trying to ban history.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105237069826",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","PinkyBiker420",846,TRUE,FALSE,NA,NA
"@GoldAndBlueZone They didn’t defend!",FALSE,0,"GoldAndBlueZone",2022-01-27 01:55:09,FALSE,"1486517412610596865","1486518105224486914","145096900","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","rolandgarros59",0,FALSE,FALSE,NA,NA
"RT @4theculture____: When Black people don’t have a dust pan they do this <U+0001F602><U+0001F602><U+0001F602> https://t.co/ZsyO3pvmdQ",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105115443201",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Kick_Push11",587,TRUE,FALSE,NA,NA
"RT @spaceeong: the magic school bus could be in ur ass right now and u wouldn’t even know",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105073491969",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kazologe",1920,TRUE,FALSE,NA,NA
"RT @boojieshay: Me &amp; nonchalant niggas don’t work out. You need to give a fuck when it comes to me.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105069211649",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","plvgs",1545,TRUE,FALSE,NA,NA
"@TheDaedalusCrew Jebus. I don't think anyone ever did that. But I was so glad for the one in some crazy number that… https://t.co/UQS4Qwmlzw",FALSE,0,"TheDaedalusCrew",2022-01-27 01:55:09,TRUE,"1486517122599567363","1486518105060765696","400120621","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MAnonymii",0,FALSE,FALSE,NA,NA
"RT @TheSnoopAvatars: This doesn't happen everyday. Presenting.. The Snoop Avatars!! Like, RT and drop your wallet address for a chance to g…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105060696083",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","fengzyy",1882,TRUE,FALSE,NA,NA
"That wasn’t exactly ideal.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105056632840",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SBranscome19",0,FALSE,FALSE,NA,NA
"RT @brahmresnik: Per @LaurieRoberts: \"You can’t be both the attorney general of Arizona, in charge of investigating all aspects of the 2020…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105052385281",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","LindaDesert",109,TRUE,FALSE,NA,NA
"RT @hnicsimmer: This past year has been one of the most emotionally and mentally challenging years of my life. I have learned the hard way,…",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105035714561",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SamanthaMegan33",765,TRUE,FALSE,NA,NA
"So let's see. Hundreds of rigs carrying who knows what and who knows who, storming the capital. I don't anticipate… https://t.co/ziwuWyTgli",FALSE,0,NA,2022-01-27 01:55:09,TRUE,NA,"1486518105023074315",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","JNRadioNetwork",0,FALSE,FALSE,NA,NA
"RT @DallasStars: Be kind. You don't know the battle other people are fighting.

One act of kindness can change someone's day. #BellLetsTalk",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518105014743040",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","shanebeavers",145,TRUE,FALSE,NA,NA
"RT @theiceraf: Don’t fall in love just because someone pays a little bit of attention to you.",FALSE,0,NA,2022-01-27 01:55:09,FALSE,NA,"1486518104997842944",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","syamsulbahrin",9359,TRUE,FALSE,NA,NA
